key,state,cum_confirmed,cum_Deaths,date,State,positive,death,hospitalized,total,recovered,positiveIncrease,deathIncrease,hospitalizedIncrease,totalTestResultsIncrease,flag,daily_confirmed,daily_Deaths
20200511 Oklahoma,Oklahoma,4613,274,2020-05-11,Oklahoma,4613,274,828,95992,3241,24,2,2,24,1,119,4
20200510 Oklahoma,Oklahoma,4589,272,2020-05-10,Oklahoma,4589,272,826,95968,3204,99,2,4,99,1,24,2
20200509 Oklahoma,Oklahoma,4490,270,2020-05-09,Oklahoma,4490,270,822,95869,3154,66,4,17,6012,1,99,2
20200508 Oklahoma,Oklahoma,4424,266,2020-05-08,Oklahoma,4424,266,805,89857,3064,94,6,0,2970,1,66,4
20200507 Oklahoma,Oklahoma,4330,260,2020-05-07,Oklahoma,4330,260,805,86887,2985,129,7,32,3997,1,94,6
20200506 Oklahoma,Oklahoma,4202,253,2020-05-06,Oklahoma,4201,253,773,82890,2909,74,6,0,3473,1,128,7
20200505 Oklahoma,Oklahoma,4127,247,2020-05-05,Oklahoma,4127,247,773,79417,2830,83,9,20,15569,1,75,6
20200504 Oklahoma,Oklahoma,4044,238,2020-05-04,Oklahoma,4044,238,753,63848,2682,72,0,10,72,1,83,9
20200517 Oregon,Oregon,3623,137,2020-05-17,Oregon,3623,137,703,94356,1406,11,0,4,2157,1,64,1
20200516 Oregon,Oregon,3612,137,2020-05-16,Oregon,3612,137,699,92199,1406,71,0,8,2693,1,11,0
20200515 Oregon,Oregon,3541,137,2020-05-15,Oregon,3541,137,691,89506,1406,62,0,6,5456,1,71,0
20200514 Oregon,Oregon,3479,137,2020-05-14,Oregon,3479,137,685,84050,1406,63,3,7,63,1,62,0
20200513 Oregon,Oregon,3416,134,2020-05-13,Oregon,3416,134,678,83987,1406,130,4,5,6381,1,63,3
20200512 Oregon,Oregon,3358,130,2020-05-12,Oregon,3286,130,673,77606,1125,0,0,0,0,1,58,4
20200511 Oregon,Oregon,3286,130,2020-05-11,Oregon,3286,130,673,77606,1125,58,3,3,2099,1,72,0
20200510 Oregon,Oregon,3228,127,2020-05-10,Oregon,3228,127,670,75507,1125,68,0,8,887,1,58,3
20200509 Oregon,Oregon,3160,127,2020-05-09,Oregon,3160,127,662,74620,1125,92,3,3,1927,1,68,0
20200508 Oregon,Oregon,3068,124,2020-05-08,Oregon,3068,124,659,72693,1125,79,3,14,2235,1,92,3
20200507 Oregon,Oregon,2989,121,2020-05-07,Oregon,2989,121,645,70458,1125,73,6,4,2482,1,79,3
20200506 Oregon,Oregon,2916,115,2020-05-06,Oregon,2916,115,641,67976,1125,77,2,19,2552,1,73,6
20200505 Oregon,Oregon,2839,113,2020-05-05,Oregon,2839,113,622,65424,860,80,4,14,1967,1,77,2
20200504 Oregon,Oregon,2759,109,2020-05-04,Oregon,2759,109,608,63457,860,79,0,10,1403,1,80,4
20200517 Pennsylvania,Pennsylvania,65700,4495,2020-05-17,Pennsylvania,62234,4418,NA,332904,NA,623,15,0,5068,1,969,20
20200516 Pennsylvania,Pennsylvania,65185,4480,2020-05-16,Pennsylvania,61611,4403,NA,327836,NA,989,61,0,8004,1,515,15
20200515 Pennsylvania,Pennsylvania,64136,4422,2020-05-15,Pennsylvania,60622,4342,NA,319832,NA,986,124,0,8637,1,1049,58
20200514 Pennsylvania,Pennsylvania,63105,4288,2020-05-14,Pennsylvania,59636,4218,NA,311195,NA,938,275,0,8326,1,1031,134
20200513 Pennsylvania,Pennsylvania,62101,4094,2020-05-13,Pennsylvania,58698,3943,NA,302869,NA,707,137,0,6889,1,1004,194
20200512 Pennsylvania,Pennsylvania,61310,3914,2020-05-12,Pennsylvania,57991,3806,NA,295980,NA,837,75,0,7122,1,791,180
20200511 Pennsylvania,Pennsylvania,60459,3832,2020-05-11,Pennsylvania,57154,3731,NA,288858,NA,543,24,0,4475,1,851,82
20200510 Pennsylvania,Pennsylvania,59939,3806,2020-05-10,Pennsylvania,56611,3707,NA,284383,NA,1295,19,0,7276,1,520,26
20200509 Pennsylvania,Pennsylvania,58560,3779,2020-05-09,Pennsylvania,55316,3688,NA,277107,NA,1078,72,0,6548,1,1379,27
20200508 Pennsylvania,Pennsylvania,57371,3715,2020-05-08,Pennsylvania,54238,3616,NA,270559,NA,1323,200,0,7771,1,1189,64
20200507 Pennsylvania,Pennsylvania,55956,3589,2020-05-07,Pennsylvania,52915,3416,NA,262788,NA,1070,310,0,6448,1,1415,126
20200506 Pennsylvania,Pennsylvania,54800,3345,2020-05-06,Pennsylvania,51845,3106,NA,256340,NA,888,94,0,5458,1,1156,244
20200505 Pennsylvania,Pennsylvania,53864,3179,2020-05-05,Pennsylvania,50957,3012,NA,250882,NA,865,554,0,5292,1,936,166
20200504 Pennsylvania,Pennsylvania,52816,2838,2020-05-04,Pennsylvania,50092,2458,NA,245590,NA,825,14,0,4949,1,1048,341
20200517 Rhode Island,Rhode Island,12674,499,2020-05-17,Rhode Island,12674,499,1418,112550,972,240,10,15,4070,1,121,7
20200516 Rhode Island,Rhode Island,12434,489,2020-05-16,Rhode Island,12434,489,1403,108480,947,215,10,31,3502,1,240,10
20200515 Rhode Island,Rhode Island,12219,479,2020-05-15,Rhode Island,12219,479,1372,104978,919,203,11,21,3377,1,215,10
20200514 Rhode Island,Rhode Island,12016,468,2020-05-14,Rhode Island,12016,468,1351,101601,903,181,6,23,3679,1,203,11
20200513 Rhode Island,Rhode Island,11835,462,2020-05-13,Rhode Island,11835,462,1328,97922,886,221,18,21,2683,1,181,6
20200512 Rhode Island,Rhode Island,11614,444,2020-05-12,Rhode Island,11614,444,1307,95239,863,164,14,27,1907,1,221,18
20200511 Rhode Island,Rhode Island,11450,430,2020-05-11,Rhode Island,11450,430,1280,93332,841,176,8,29,2119,1,164,14
20200510 Rhode Island,Rhode Island,11274,422,2020-05-10,Rhode Island,11274,422,1251,91213,809,285,4,33,3398,1,176,8
20200509 Rhode Island,Rhode Island,10989,418,2020-05-09,Rhode Island,10989,418,1218,87815,772,210,19,31,2549,1,285,4
20200508 Rhode Island,Rhode Island,10779,399,2020-05-08,Rhode Island,10779,399,1187,85266,730,249,11,34,2948,1,210,19
20200507 Rhode Island,Rhode Island,10530,388,2020-05-07,Rhode Island,10530,388,1153,82318,696,325,18,30,2945,1,249,11
20200506 Rhode Island,Rhode Island,10205,370,2020-05-06,Rhode Island,10205,370,1123,79373,665,272,15,31,2938,1,325,18
20200505 Rhode Island,Rhode Island,9933,355,2020-05-05,Rhode Island,9933,355,1092,76435,639,281,14,31,2299,1,272,15
20200504 Rhode Island,Rhode Island,9652,341,2020-05-04,Rhode Island,9652,341,1061,74136,601,175,21,48,2209,1,281,14
20200517 South Carolina,South Carolina,8816,385,2020-05-17,South Carolina,8661,380,1421,120331,5076,254,0,0,10715,1,126,6
20200516 South Carolina,South Carolina,8661,380,2020-05-16,South Carolina,8407,380,1421,109616,5076,0,0,0,0,1,155,5
20200515 South Carolina,South Carolina,8407,380,2020-05-15,South Carolina,8407,380,1421,109616,5076,218,9,83,7081,1,254,0
20200514 South Carolina,South Carolina,8189,371,2020-05-14,South Carolina,8189,371,1338,102535,4914,262,16,0,9395,1,218,9
20200513 South Carolina,South Carolina,8030,362,2020-05-13,South Carolina,7927,355,1338,93140,6817,0,0,0,0,1,159,9
20200512 South Carolina,South Carolina,7927,355,2020-05-12,South Carolina,7927,355,1338,93140,6817,274,24,86,8683,1,103,7
20200511 South Carolina,South Carolina,7792,346,2020-05-11,South Carolina,7653,331,1252,84457,4120,0,0,0,0,1,135,9
20200510 South Carolina,South Carolina,7653,331,2020-05-10,South Carolina,7653,331,1252,84457,4120,122,1,0,3494,1,139,15
20200509 South Carolina,South Carolina,7531,330,2020-05-09,South Carolina,7531,330,1252,80963,4120,389,14,100,7521,1,122,1
20200508 South Carolina,South Carolina,7367,320,2020-05-08,South Carolina,7142,316,1152,73442,3816,206,11,0,-4040,1,164,10
20200507 South Carolina,South Carolina,7142,316,2020-05-07,South Carolina,6936,305,1152,77482,3816,0,0,0,0,1,225,4
20200506 South Carolina,South Carolina,6936,305,2020-05-06,South Carolina,6936,305,1152,77482,3816,179,22,42,9711,1,206,11
20200505 South Carolina,South Carolina,6841,296,2020-05-05,South Carolina,6757,283,1110,67771,3622,131,8,0,3583,1,95,9
20200504 South Carolina,South Carolina,6757,283,2020-05-04,South Carolina,6626,275,1110,64188,3622,0,0,0,0,1,84,13
20200517 South Dakota,South Dakota,3987,44,2020-05-17,South Dakota,3987,44,312,28559,2724,28,0,8,383,1,40,0
20200516 South Dakota,South Dakota,3959,44,2020-05-16,South Dakota,3959,44,304,28176,2673,72,0,8,762,1,28,0
20200515 South Dakota,South Dakota,3887,44,2020-05-15,South Dakota,3887,44,296,27414,2574,95,1,6,941,1,72,0
20200514 South Dakota,South Dakota,3792,43,2020-05-14,South Dakota,3792,43,290,26473,2437,60,4,9,629,1,95,1
20200513 South Dakota,South Dakota,3732,39,2020-05-13,South Dakota,3732,39,281,25844,2367,69,0,10,647,1,60,4
20200512 South Dakota,South Dakota,3663,39,2020-05-12,South Dakota,3663,39,271,25197,2309,49,5,8,619,1,69,0
20200511 South Dakota,South Dakota,3614,34,2020-05-11,South Dakota,3614,34,263,24578,2187,97,0,2,684,1,49,5
20200510 South Dakota,South Dakota,3517,34,2020-05-10,South Dakota,3517,34,261,23894,2147,124,0,8,942,1,97,0
20200509 South Dakota,South Dakota,3393,34,2020-05-09,South Dakota,3393,34,253,22952,2125,249,3,6,1659,1,124,0
20200508 South Dakota,South Dakota,3145,31,2020-05-08,South Dakota,3144,31,247,21293,2069,239,0,11,1179,1,248,3
20200507 South Dakota,South Dakota,2906,31,2020-05-07,South Dakota,2905,31,236,20114,2028,126,2,6,698,1,239,0
20200506 South Dakota,South Dakota,2780,29,2020-05-06,South Dakota,2779,29,230,19416,1977,58,5,10,394,1,126,2
20200505 South Dakota,South Dakota,2721,24,2020-05-05,South Dakota,2721,24,220,19022,1895,53,3,9,309,1,59,5
20200504 South Dakota,South Dakota,2668,21,2020-05-04,South Dakota,2668,21,211,18713,1830,37,0,14,296,1,53,3
20200517 Tennessee,Tennessee,17359,298,2020-05-17,Tennessee,17388,298,1482,325280,9652,100,3,8,5079,1,652,3
20200516 Tennessee,Tennessee,17263,295,2020-05-16,Tennessee,17288,295,1474,320201,9529,318,5,20,10445,1,96,3
20200515 Tennessee,Tennessee,16960,290,2020-05-15,Tennessee,16970,290,1454,309756,9280,271,3,19,7439,1,303,5
20200514 Tennessee,Tennessee,16699,287,2020-05-14,Tennessee,16699,287,1435,302317,8881,329,14,47,9400,1,261,3
20200513 Tennessee,Tennessee,16370,273,2020-05-13,Tennessee,16370,273,1388,292917,8624,259,8,25,9093,1,329,14
20200512 Tennessee,Tennessee,16111,266,2020-05-12,Tennessee,16111,265,1363,283824,8336,567,14,19,10547,1,259,7
20200511 Tennessee,Tennessee,15544,251,2020-05-11,Tennessee,15544,251,1344,273277,8038,559,8,19,11408,1,567,15
20200510 Tennessee,Tennessee,14985,243,2020-05-10,Tennessee,14985,243,1325,261869,7528,217,1,6,9121,1,559,8
20200509 Tennessee,Tennessee,14768,242,2020-05-09,Tennessee,14768,242,1319,252748,7369,327,1,20,9170,1,217,1
20200508 Tennessee,Tennessee,14441,242,2020-05-08,Tennessee,14441,241,1299,243578,7011,345,4,33,7250,1,327,0
20200507 Tennessee,Tennessee,14096,238,2020-05-07,Tennessee,14096,237,1266,236328,6783,158,-2,45,9227,1,345,4
20200506 Tennessee,Tennessee,13938,239,2020-05-06,Tennessee,13938,239,1221,227101,6564,248,13,65,8239,1,158,-1
20200505 Tennessee,Tennessee,13690,226,2020-05-05,Tennessee,13690,226,1156,218862,6356,119,7,13,7419,1,248,13
20200504 Tennessee,Tennessee,13571,219,2020-05-04,Tennessee,13571,219,1143,211443,6081,394,9,8,6836,1,119,7
20200517 Texas,Texas,48396,1343,2020-05-17,Texas,47784,1336,NA,693276,27570,785,31,0,14805,1,781,7
20200516 Texas,Texas,47452,1318,2020-05-16,Texas,46999,1305,NA,678471,26601,1801,33,0,32479,1,944,25
20200515 Texas,Texas,45721,1280,2020-05-15,Texas,45198,1272,NA,645992,25454,1347,56,0,22708,1,1731,38
20200514 Texas,Texas,44480,1235,2020-05-14,Texas,43851,1216,NA,623284,24487,1448,58,0,35853,1,1241,45
20200513 Texas,Texas,43020,1172,2020-05-13,Texas,42403,1158,NA,587431,23519,1355,25,0,49259,1,1460,63
20200512 Texas,Texas,41432,1146,2020-05-12,Texas,41048,1133,NA,538172,22674,1179,33,0,12475,1,1588,26
20200511 Texas,Texas,40555,1117,2020-05-11,Texas,39869,1100,NA,525697,21713,1000,12,0,23921,1,877,29
20200510 Texas,Texas,39258,1094,2020-05-10,Texas,38869,1088,NA,501776,21022,1009,39,0,12482,1,1297,23
20200509 Texas,Texas,38394,1066,2020-05-09,Texas,37860,1049,NA,489294,20141,1251,45,0,12176,1,864,28
20200508 Texas,Texas,37246,1025,2020-05-08,Texas,36609,1004,NA,477118,19197,1219,31,0,21956,1,1148,41
20200507 Texas,Texas,36036,985,2020-05-07,Texas,35390,973,NA,455162,18440,968,25,0,16224,1,1210,40
20200506 Texas,Texas,34928,954,2020-05-06,Texas,34422,948,NA,438938,17622,1053,42,0,11728,1,1108,31
20200505 Texas,Texas,33912,925,2020-05-05,Texas,33369,906,NA,427210,16791,1037,22,0,19812,1,1016,29
20200504 Texas,Texas,32783,901,2020-05-04,Texas,32332,884,NA,407398,16090,784,17,0,16838,1,1129,24
20200517 Utah,Utah,6861,76,2020-05-17,Utah,7238,80,586,170752,4075,170,2,8,3978,1,132,0
20200516 Utah,Utah,6698,74,2020-05-16,Utah,7068,78,578,166774,3896,155,1,12,3556,1,163,2
20200515 Utah,Utah,6555,73,2020-05-15,Utah,6913,77,566,163218,3719,164,2,8,3099,1,143,1
20200514 Utah,Utah,6394,71,2020-05-14,Utah,6749,75,558,160119,3566,129,0,5,3333,1,161,2
20200513 Utah,Utah,6268,71,2020-05-13,Utah,6620,75,553,156786,3406,188,2,18,3301,1,126,0
20200512 Utah,Utah,6088,69,2020-05-12,Utah,6432,73,535,153485,3267,70,5,18,2900,1,180,2
20200511 Utah,Utah,6026,65,2020-05-11,Utah,6362,68,517,150585,3181,111,1,5,4075,1,62,4
20200510 Utah,Utah,5922,64,2020-05-10,Utah,6251,67,512,146510,3033,148,1,14,3216,1,104,1
20200509 Utah,Utah,5788,63,2020-05-09,Utah,6103,66,498,143294,2901,184,5,10,4606,1,134,1
20200508 Utah,Utah,5615,58,2020-05-08,Utah,5919,61,488,138688,2769,195,0,12,4145,1,173,5
20200507 Utah,Utah,5434,58,2020-05-07,Utah,5724,61,476,134543,2640,129,3,12,3541,1,181,0
20200506 Utah,Utah,5306,55,2020-05-06,Utah,5595,58,464,131002,2509,146,2,8,4287,1,128,3
20200505 Utah,Utah,5163,53,2020-05-05,Utah,5449,56,456,126715,2387,132,6,15,2054,1,143,2
20200504 Utah,Utah,5038,47,2020-05-04,Utah,5317,50,441,124661,2342,142,0,5,2559,1,125,6
20200517 Vermont,Vermont,940,54,2020-05-17,Vermont,940,54,NA,22282,810,6,1,0,6,1,0,0
20200516 Vermont,Vermont,934,53,2020-05-16,Vermont,934,53,NA,22276,804,1,0,0,-929,1,6,1
20200515 Vermont,Vermont,933,53,2020-05-15,Vermont,933,53,NA,23205,796,1,0,0,700,1,1,0
20200514 Vermont,Vermont,932,53,2020-05-14,Vermont,932,53,NA,22505,792,3,0,0,829,1,1,0
20200513 Vermont,Vermont,929,53,2020-05-13,Vermont,929,53,NA,21676,789,2,0,0,414,1,3,0
20200512 Vermont,Vermont,927,53,2020-05-12,Vermont,927,53,NA,21262,787,1,0,0,391,1,2,0
20200511 Vermont,Vermont,926,53,2020-05-11,Vermont,926,53,NA,20871,785,-1,0,0,823,1,1,0
20200510 Vermont,Vermont,927,53,2020-05-10,Vermont,927,53,NA,20048,777,6,0,0,521,1,-1,0
20200509 Vermont,Vermont,921,53,2020-05-09,Vermont,921,53,NA,19527,744,2,0,0,519,1,6,0
20200508 Vermont,Vermont,919,53,2020-05-08,Vermont,919,53,NA,19008,737,3,0,0,557,1,2,0
20200507 Vermont,Vermont,916,53,2020-05-07,Vermont,916,53,NA,18451,718,8,1,0,575,1,3,0
20200506 Vermont,Vermont,908,52,2020-05-06,Vermont,908,52,NA,17876,706,1,0,0,358,1,8,1
20200505 Vermont,Vermont,907,52,2020-05-05,Vermont,907,52,NA,17518,NA,5,0,0,186,1,1,0
20200504 Vermont,Vermont,902,52,2020-05-04,Vermont,902,52,NA,17332,NA,5,0,0,378,1,5,0
20200517 Virginia,Virginia,30388,1010,2020-05-17,Virginia,30388,1009,5517,190888,3993,705,7,103,4793,1,752,5
20200516 Virginia,Virginia,29683,1003,2020-05-16,Virginia,29683,1002,5414,186053,3909,1011,25,98,7554,1,705,7
20200515 Virginia,Virginia,28672,978,2020-05-15,Virginia,28672,977,5316,178472,3805,859,22,105,11184,1,1011,25
20200514 Virginia,Virginia,27813,956,2020-05-14,Virginia,27813,955,5211,167326,3678,1067,28,131,5438,1,859,22
20200513 Virginia,Virginia,26746,928,2020-05-13,Virginia,26746,927,5080,161877,3554,946,36,151,6063,1,1067,28
20200512 Virginia,Virginia,25800,892,2020-05-12,Virginia,25800,891,4929,155776,3400,730,41,152,4712,1,946,36
20200511 Virginia,Virginia,25070,850,2020-05-11,Virginia,25070,850,4777,151049,3273,989,11,21,7562,1,730,42
20200510 Virginia,Virginia,24081,839,2020-05-10,Virginia,24081,839,4756,143561,3201,885,12,39,5906,1,989,11
20200509 Virginia,Virginia,23196,827,2020-05-09,Virginia,23196,827,4717,137650,3124,854,15,95,7204,1,885,12
20200508 Virginia,Virginia,22342,812,2020-05-08,Virginia,22342,812,4622,130494,2997,772,43,184,6793,1,854,15
20200507 Virginia,Virginia,21570,769,2020-05-07,Virginia,21570,769,4438,123671,2825,1314,56,325,9444,1,772,43
20200506 Virginia,Virginia,20257,713,2020-05-06,Virginia,20256,713,4113,114177,2617,0,0,0,0,1,1313,56
20200505 Virginia,Virginia,20257,713,2020-05-05,Virginia,20256,713,4113,114177,2617,764,29,103,1415,1,0,0
20200504 Virginia,Virginia,19493,684,2020-05-04,Virginia,19492,684,4010,112771,2547,821,24,100,4291,1,764,29
20200517 Washington,Washington,18433,1001,2020-05-17,Washington,18590,1000,NA,289067,NA,5,8,0,414,1,178,1
20200516 Washington,Washington,18288,999,2020-05-16,Washington,18585,992,NA,288653,NA,30,9,0,1316,1,145,2
20200515 Washington,Washington,17951,991,2020-05-15,Washington,18555,983,NA,287337,NA,130,8,0,4315,1,337,8
20200514 Washington,Washington,17773,983,2020-05-14,Washington,18425,975,NA,283022,NA,225,13,0,5145,1,178,8
20200513 Washington,Washington,17512,974,2020-05-13,Washington,18200,962,NA,277877,NA,267,17,0,6135,1,261,9
20200512 Washington,Washington,17330,962,2020-05-12,Washington,17933,945,NA,271742,NA,236,14,0,6039,1,182,12
20200511 Washington,Washington,17122,945,2020-05-11,Washington,17697,931,NA,265703,NA,281,10,0,5883,1,208,17
20200510 Washington,Washington,16891,931,2020-05-10,Washington,17416,921,NA,259820,NA,51,16,0,1276,1,231,14
20200509 Washington,Washington,16674,921,2020-05-09,Washington,17365,905,NA,258544,NA,119,14,0,2256,1,217,10
20200508 Washington,Washington,16388,905,2020-05-08,Washington,17246,891,NA,256288,NA,243,21,0,6016,1,286,16
20200507 Washington,Washington,16231,891,2020-05-07,Washington,17003,870,NA,250272,NA,243,8,0,5761,1,157,14
20200506 Washington,Washington,15905,870,2020-05-06,Washington,16760,862,NA,244511,NA,273,21,0,6939,1,326,21
20200505 Washington,Washington,15594,862,2020-05-05,Washington,16487,841,NA,237572,NA,247,7,0,6189,1,311,8
20200504 Washington,Washington,15462,841,2020-05-04,Washington,16240,834,NA,231383,NA,371,4,0,6556,1,132,21
20200517 West Virginia,West Virginia,1492,67,2020-05-17,West Virginia,1490,67,NA,75490,919,33,3,0,2097,1,10,1
20200516 West Virginia,West Virginia,1470,64,2020-05-16,West Virginia,1457,64,NA,73393,889,16,2,0,2457,1,22,3
20200515 West Virginia,West Virginia,1447,64,2020-05-15,West Virginia,1441,62,NA,70936,870,14,2,0,2223,1,23,0
20200514 West Virginia,West Virginia,1427,60,2020-05-14,West Virginia,1427,60,NA,68713,870,29,2,0,2033,1,20,4
20200513 West Virginia,West Virginia,1398,58,2020-05-13,West Virginia,1398,58,NA,66680,813,27,1,0,1611,1,29,2
20200512 West Virginia,West Virginia,1378,58,2020-05-12,West Virginia,1371,57,NA,65069,803,5,3,0,1600,1,20,0
20200511 West Virginia,West Virginia,1366,54,2020-05-11,West Virginia,1366,54,NA,63469,775,6,0,0,825,1,12,4
20200510 West Virginia,West Virginia,1360,54,2020-05-10,West Virginia,1360,54,NA,62644,775,25,1,0,1647,1,6,0
20200509 West Virginia,West Virginia,1323,52,2020-05-09,West Virginia,1335,53,NA,60997,761,25,2,0,1561,1,37,2
20200508 West Virginia,West Virginia,1323,52,2020-05-08,West Virginia,1310,51,NA,59436,761,23,0,0,1915,1,0,0
20200507 West Virginia,West Virginia,1287,51,2020-05-07,West Virginia,1287,51,NA,57521,716,39,1,0,1737,1,36,1
20200506 West Virginia,West Virginia,1242,50,2020-05-06,West Virginia,1248,50,NA,55784,716,10,0,0,961,1,45,1
20200505 West Virginia,West Virginia,1246,48,2020-05-05,West Virginia,1238,50,NA,54823,630,32,0,0,1584,1,-4,2
20200504 West Virginia,West Virginia,1224,48,2020-05-04,West Virginia,1206,50,NA,53239,611,15,0,0,1601,1,22,0
20200517 Wisconsin,Wisconsin,12543,453,2020-05-17,Wisconsin,12543,453,2038,152399,6542,356,0,20,5824,1,144,6
20200516 Wisconsin,Wisconsin,12187,453,2020-05-16,Wisconsin,12187,453,2018,146582,6542,502,8,41,6051,1,356,0
20200515 Wisconsin,Wisconsin,11685,445,2020-05-15,Wisconsin,11685,445,1977,140533,6250,410,11,38,6469,1,502,8
20200514 Wisconsin,Wisconsin,11275,434,2020-05-14,Wisconsin,11275,434,1939,134042,5994,373,13,31,5860,1,410,11
20200513 Wisconsin,Wisconsin,10902,421,2020-05-13,Wisconsin,10902,421,1908,128207,5673,291,3,31,4654,1,373,13
20200512 Wisconsin,Wisconsin,10611,418,2020-05-12,Wisconsin,10611,418,1877,123539,5371,193,9,31,4908,1,291,3
20200511 Wisconsin,Wisconsin,10418,409,2020-05-11,Wisconsin,10418,409,1846,118631,5176,199,9,26,3069,1,193,9
20200510 Wisconsin,Wisconsin,10219,400,2020-05-10,Wisconsin,10219,400,1820,115564,5014,280,2,14,3508,1,199,9
20200509 Wisconsin,Wisconsin,9939,398,2020-05-09,Wisconsin,9939,398,1806,112078,4875,349,14,39,5019,1,280,2
20200508 Wisconsin,Wisconsin,9590,384,2020-05-08,Wisconsin,9590,384,1767,107059,4694,375,10,35,4605,1,349,14
20200507 Wisconsin,Wisconsin,9215,374,2020-05-07,Wisconsin,9215,374,1732,102469,4520,314,12,38,5523,1,375,10
20200506 Wisconsin,Wisconsin,8901,362,2020-05-06,Wisconsin,8901,362,1694,96939,4348,335,9,31,4194,1,314,12
20200505 Wisconsin,Wisconsin,8566,353,2020-05-05,Wisconsin,8566,353,1663,92769,4131,330,13,42,3830,1,335,9
20200504 Wisconsin,Wisconsin,8236,340,2020-05-04,Wisconsin,8236,340,1621,88929,3973,272,1,13,2742,1,330,13
20200517 Wyoming,Wyoming,754,8,2020-05-17,Wyoming,754,8,70,17085,498,38,1,1,691,1,12,2
20200516 Wyoming,Wyoming,741,7,2020-05-16,Wyoming,716,7,69,16394,496,1,0,1,372,1,13,1
20200515 Wyoming,Wyoming,716,7,2020-05-15,Wyoming,715,7,68,16022,487,14,0,1,592,1,25,0
20200514 Wyoming,Wyoming,701,7,2020-05-14,Wyoming,701,7,67,15430,480,26,0,0,371,1,15,0
