"date","state","positive","negative","pending","hospitalized","death","total","fips","deathIncrease","hospitalizedIncrease","negativeIncrease","positiveIncrease","totalTestResultsIncrease","NA"
"2020-03-31","HI","204","8471","0","12","0","8675","8675","15","0","0","646","29","675"
"2020-03-31","IA","497","6888","0","94","7","7385","7385","19","1","20","726","73","799"
"2020-03-31","ID","415","5297","0","45","7","5712","5712","16","1","6","901","105","1006"
"2020-03-31","IL","5994","29231","0","0","99","35225","35225","17","26","0","3842","937","4779"
"2020-03-31","IN","2159","11214","0","0","49","13373","13373","18","14","0","1342","373","1715"
"2020-03-31","KS","428","4996","0","79","9","5424","5424","20","1","13","442","60","502"
"2020-03-31","KY","480","6330","0","0","11","6810","6810","21","2","0","751","41","792"
"2020-03-31","LA","5237","33730","0","0","239","38967","38967","22","54","0","3722","1212","4934"
"2020-03-31","MA","6521","40440","0","562","153","46961","46961","25","29","109","3274","868","4142"
"2020-03-31","MD","1660","14868","0","429","18","16528","16528","24","3","76","1552","247","1799"
"2020-03-31","ME","303","6088","0","57","5","6391","6391","23","2","8","2694","28","2722"
"2020-03-31","MI","11875","23979","0","0","259","35854","35854","26","75","0","2796","974","3770"
"2020-03-31","MN","629","19151","0","112","12","19780","19780","27","2","20","905","53","958"
"2020-03-31","MO","1327","14614","0","0","14","15941","15941","29","1","0","1410","296","1706"
"2020-03-31","MP","2","0","0","0","0","2","2","69","0","0","0","0","0"
"2020-03-31","MS","937","3537","0","211","20","4474","4474","28","4","16","548","90","638"
"2020-03-31","MT","184","4234","0","14","4","4418","4418","30","0","4","91","13","104"
"2020-03-31","NC","1498","21608","0","0","8","23106","23106","37","2","0","2051","191","2242"
"2020-03-31","ND","126","4131","0","21","3","4257","4257","38","1","2","403","17","420"
"2020-03-31","NE","172","2931","8","0","3","3111","3103","31","1","0","347","27","374"
"2020-03-31","NH","314","5413","65","45","3","5792","5727","33","0","0","27","0","27"
"2020-03-31","NJ","18696","27077","0","0","267","45773","45773","34","69","0","1853","2060","3913"
"2020-03-31","NM","281","12246","0","0","4","12527","12527","35","2","0","1304","44","1348"
"2020-03-31","NV","1113","10681","0","0","17","11794","11794","32","2","0","474","105","579"
"2020-03-31","NY","75795","129391","0","15904","1550","205186","205186","36","332","2183","9420","9298","18718"
"2020-03-31","OH","2199","26992","0","585","55","29191","29191","39","16","110","1650","266","1916"
"2020-03-31","OK","565","1229","0","177","23","1794","1794","40","6","24","22","84","106"
"2020-03-31","OR","690","13136","0","154","18","13826","13826","41","2","14","859","84","943"
"2020-03-31","PA","4843","37645","0","514","63","42488","42488","42","14","128","3868","756","4624"
"2020-03-31","PR","239","1195","854","0","8","2288","1434","72","2","0","264","65","329"
"2020-03-31","RI","489","3476","0","0","8","3965","3965","44","4","0","289","87","376"
"2020-03-31","SC","1083","4616","0","102","22","5699","5699","45","4","0","456","158","614"
"2020-03-31","SD","108","3609","0","12","1","3717","3717","46","0","12","131","7","138"
"2020-03-31","TN","2239","25121","0","175","23","27360","27360","47","10","27","3651","405","4056"
"2020-03-31","TX","3266","39726","0","0","41","42992","42992","48","7","0","6723","389","7112"
"2020-03-31","UT","887","17626","0","73","5","18513","18513","49","1","73","2429","81","2510"
"2020-03-31","VA","1250","12151","0","165","27","13401","13401","51","2","29","1133","230","1363"
"2020-03-31","VI","30","126","24","0","0","180","156","78","0","0","0","0","0"
"2020-03-31","VT","293","3957","0","36","13","4250","4250","50","1","18","283","37","320"
"2020-03-31","WA","6049","78384","0","0","262","84433","84433","53","14","0","4126","460","4586"
"2020-03-31","WI","1351","17375","0","337","16","18726","18726","55","2","337","1519","130","1649"
"2020-03-31","WV","162","3981","0","1","1","4143","4143","54","0","0","997","36","1033"
"2020-03-31","WY","109","1999","0","17","0","2108","2108","56","0","0","159","15","174"
"2020-03-30","AK","114","3540","0","7","3","3654","3654","02","1","1","308","12","320"
"2020-03-30","AL","859","5694","0","0","6","6553","6553","01","2","0","1510","53","1563"
"2020-03-30","AR","473","5262","0","0","7","5735","5735","05","1","0","2235","47","2282"
"2020-03-30","AS","0","0","0","0","0","0","0","60","0","0","0","0","0"
"2020-03-30","AZ","1157","15602","0","0","20","16759","16759","04","3","0","2649","238","2887"
"2020-03-30","CA","6447","20549","64400","0","133","91396","26996","06","10","0","0","739","739"
"2020-03-30","CO","2627","12737","0","414","51","15364","15364","08","7","140","1522","566","2088"
"2020-03-30","CT","2571","12029","0","0","36","14600","14600","09","2","0","2122","578","2700"
"2020-03-30","DC","401","2682","2","0","9","3085","3083","11","4","0","213","59","272"
"2020-03-30","DE","264","2216","0","0","6","2480","2480","10","0","0","2180","32","2212"
"2020-03-30","FL","5473","48225","0","652","63","53698","53698","12","7","58","9155","1227","10382"
"2020-03-30","GA","2809","9915","0","707","87","12724","12724","13","7","41","2","158","160"
"2020-03-30","GU","58","352","0","0","1","410","410","66","0","0","18","2","20"
"2020-03-30","HI","175","7825","0","12","0","8000","8000","15","0","0","976","24","1000"
"2020-03-30","IA","424","6162","0","74","6","6586","6586","19","2","6","1149","88","1237"
"2020-03-30","ID","310","4396","0","39","6","4706","4706","16","1","3","375","49","424"
"2020-03-30","IL","5057","25389","0","0","73","30446","30446","17","8","0","2223","461","2684"
"2020-03-30","IN","1786","9872","0","0","35","11658","11658","18","3","0","1556","272","1828"
"2020-03-30","KS","368","4554","0","66","8","4922","4922","20","2","11","360","49","409"
"2020-03-30","KY","439","5579","0","0","9","6018","6018","21","0","0","432","45","477"
"2020-03-30","LA","4025","30008","0","0","185","34033","34033","22","34","0","5677","485","6162"
"2020-03-30","MA","5653","37166","0","453","124","42819","42819","25","25","54","2932","797","3729"
"2020-03-30","MD","1413","13316","0","353","15","14729","14729","24","5","76","962","174","1136"
"2020-03-30","ME","275","3394","0","49","3","3669","3669","23","0","49","0","22","22"
"2020-03-30","MI","10901","21183","0","0","184","32084","32084","26","52","0","5507","891","6398"
"2020-03-30","MN","576","18246","0","92","10","18822","18822","27","1","17","1092","73","1165"
"2020-03-30","MO","1031","13204","0","0","13","14235","14235","29","3","0","1657","193","1850"
"2020-03-30","MP","2","0","0","0","0","2","2","69","0","0","0","0","0"
"2020-03-30","MS","847","2989","0","195","16","3836","3836","28","2","-40","429","89","518"
"2020-03-30","MT","171","4143","0","10","4","4314","4314","30","3","2","0","17","17"
"2020-03-30","NC","1307","19557","0","0","6","20864","20864","37","2","0","1652","267","1919"
"2020-03-30","ND","109","3728","0","19","2","3837","3837","38","1","2","373","11","384"
"2020-03-30","NE","145","2584","5","0","2","2734","2729","31","0","0","616","37","653"
"2020-03-30","NH","314","5386","144","45","3","5844","5700","33","1","12","862","100","962"
"2020-03-30","NJ","16636","25224","0","0","198","41860","41860","34","37","0","3008","3250","6258"
"2020-03-30","NM","237","10942","0","0","2","11179","11179","35","0","0","173","0","173"
"2020-03-30","NV","1008","10207","0","0","15","11215","11215","32","1","0","1795","270","2065"
"2020-03-30","NY","66497","119971","0","13721","1218","186468","186468","36","253","1646","7124","6984","14108"
"2020-03-30","OH","1933","25342","0","475","39","27275","27275","39","10","72","6330","280","6610"
"2020-03-30","OK","481","1207","0","153","17","1688","1688","40","1","13","2","52","54"
"2020-03-30","OR","606","12277","0","140","16","12883","12883","41","3","11","1399","58","1457"
"2020-03-30","PA","4087","33777","0","386","49","37864","37864","42","11","33","3716","693","4409"
"2020-03-30","PR","174","931","794","0","6","1899","1105","72","1","0","90","47","137"
"2020-03-30","RI","402","3187","0","0","4","3589","3589","44","1","0","347","108","455"
"2020-03-30","SC","925","4160","0","102","18","5085","5085","45","2","0","1145","151","1296"
"2020-03-30","SD","101","3478","0","0","1","3579","3579","46","0","0","351","11","362"
"2020-03-30","TN","1834","21470","0","148","13","23304","23304","47","6","15","2433","297","2730"
"2020-03-30","TX","2877","33003","0","0","34","35880","35880","48","0","0","9795","325","10120"
"2020-03-30","UT","806","15197","0","0","4","16003","16003","49","2","0","1923","87","2010"
"2020-03-30","VA","1020","11018","0","136","25","12038","12038","51","3","24","1299","130","1429"
"2020-03-30","VI","30","126","24","0","0","180","156","78","0","0","3","7","10"
"2020-03-30","VT","256","3674","0","18","12","3930","3930","50","0","0","208","21","229"
"2020-03-30","WA","5589","74258","0","0","248","79847","79847","53","11","0","4470","468","4938"
"2020-03-30","WI","1221","15856","0","0","14","17077","17077","55","1","0","-694","109","-585"
"2020-03-30","WV","126","2984","0","1","1","3110","3110","54","1","0","279","13","292"
"2020-03-30","WY","94","1840","0","17","0","1934","1934","56","0","2","286","8","294"
"2020-03-29","AK","102","3232","0","6","2","3334","3334","02","0","1","396","17","413"
"2020-03-29","AL","806","4184","0","0","4","4990","4990","01","1","0","0","110","110"
"2020-03-29","AR","426","3027","0","0","6","3453","3453","05","1","0","89","22","111"
"2020-03-29","AS","0","0","0","0","0","0","0","60","0","0","0","0","0"
"2020-03-29","AZ","919","12953","0","0","17","13872","13872","04","2","0","5498","46","5544"
"2020-03-29","CA","5708","20549","64400","0","123","90657","26257","06","22","0","0","1065","1065"
"2020-03-29","CO","2061","11215","0","274","44","13276","13276","08","13","35","1273","327","1600"
"2020-03-29","CT","1993","9907","0","0","34","11900","11900","09","7","0","2798","702","3500"
"2020-03-29","DC","342","2469","1","0","5","2812","2811","11","1","0","258","38","296"
"2020-03-29","DE","232","36","0","0","6","268","268","10","3","0","0","18","18"
"2020-03-29","FL","4246","39070","0","594","56","43316","43316","12","2","68","3704","483","4187"
"2020-03-29","GA","2651","9913","0","666","80","12564","12564","13","11","49","1228","285","1513"
"2020-03-29","GU","56","334","0","0","1","390","390","66","0","0","35","1","36"
"2020-03-29","HI","151","6849","0","12","0","7000","7000","15","0","4","2492","31","2523"
"2020-03-29","IA","336","5013","0","68","4","5349","5349","19","1","7","638","38","676"
"2020-03-29","ID","261","4021","0","36","5","4282","4282","16","1","11","679","31","710"
"2020-03-29","IL","4596","23166","0","0","65","27762","27762","17","18","0","1166","1105","2271"
"2020-03-29","IN","1514","8316","0","0","32","9830","9830","18","1","0","1141","282","1423"
"2020-03-29","KS","319","4194","0","55","6","4513","4513","20","1","28","523","58","581"
"2020-03-29","KY","394","5147","0","0","9","5541","5541","21","1","0","326","92","418"
"2020-03-29","LA","3540","24331","0","0","151","27871","27871","22","14","0","2485","225","2710"
"2020-03-29","MA","4856","34234","0","399","99","39090","39090","25","27","49","3319","698","4017"
"2020-03-29","MD","1239","12354","0","277","10","13593","13593","24","5","51","838","247","1085"
"2020-03-29","ME","253","3394","0","0","3","3647","3647","23","2","0","0","42","42"
"2020-03-29","MI","10010","15676","0","0","132","25686","25686","26","40","0","1493","723","2216"
"2020-03-29","MN","503","17154","0","75","9","17657","17657","27","4","18","1466","62","1528"
"2020-03-29","MO","838","11547","0","0","10","12385","12385","29","0","0","1465","0","1465"
"2020-03-29","MP","2","0","0","0","0","2","2","69","0","0","0","0","0"
"2020-03-29","MS","758","2560","0","235","14","3318","3318","28","1","16","0","95","95"
"2020-03-29","MT","154","4143","0","8","1","4297","4297","30","0","1","887","25","912"
"2020-03-29","NC","1040","17905","0","0","4","18945","18945","37","0","0","1313","105","1418"
"2020-03-29","ND","98","3355","0","17","1","3453","3453","38","0","1","546","15","561"
"2020-03-29","NE","108","1968","4","0","2","2080","2076","31","0","0","64","12","76"
"2020-03-29","NH","214","4524","285","33","2","5023","4738","33","0","3","868","27","895"
"2020-03-29","NJ","13386","22216","0","0","161","35602","35602","34","21","0","2830","2262","5092"
"2020-03-29","NM","237","10769","0","0","2","11006","11006","35","1","0","1573","46","1619"
"2020-03-29","NV","738","8412","0","0","14","9150","9150","32","4","0","511","117","628"
"2020-03-29","NY","59513","112847","0","12075","965","172360","172360","36","237","2021","9231","7195","16426"
"2020-03-29","OH","1653","19012","0","403","29","20665","20665","39","4","59","0","247","247"
"2020-03-29","OK","429","1205","0","140","16","1634","1634","40","1","14","25","52","77"
"2020-03-29","OR","548","10878","0","129","13","11426","11426","41","0","12","1185","69","1254"
"2020-03-29","PA","3394","30061","0","353","38","33455","33455","42","4","37","4807","643","5450"
"2020-03-29","PR","127","841","817","0","5","1785","968","72","2","0","102","27","129"
"2020-03-29","RI","294","2840","0","0","3","3134","3134","44","3","0","299","55","354"
"2020-03-29","SC","774","3015","0","102","16","3789","3789","45","3","0","607","235","842"
"2020-03-29","SD","90","3127","1","0","1","3218","3217","46","0","0","535","22","557"
"2020-03-29","TN","1537","19037","0","133","7","20574","20574","47","1","15","2072","164","2236"
"2020-03-29","TX","2552","23208","0","0","34","25760","25760","48","7","0","0","500","500"
"2020-03-29","UT","719","13274","0","0","2","13993","13993","49","0","0","2564","117","2681"
"2020-03-29","VA","890","9719","0","112","22","10609","10609","51","5","13","1292","151","1443"
"2020-03-29","VI","23","123","37","0","0","183","146","78","0","0","17","1","18"
"2020-03-29","VT","235","3466","0","18","12","3701","3701","50","0","0","1303","24","1327"
"2020-03-29","WA","5121","69788","0","0","237","74909","74909","53","17","0","1586","384","1970"
"2020-03-29","WI","1112","16550","0","0","13","17662","17662","55","0","0","1318","123","1441"
"2020-03-29","WV","113","2705","0","1","0","2818","2818","54","0","0","374","17","391"
"2020-03-29","WY","86","1554","0","15","0","1640","1640","56","0","1","79","4","83"
"2020-03-28","AK","85","2836","0","5","2","2921","2921","02","1","2","517","16","533"
"2020-03-28","AL","696","4184","0","0","3","4880","4880","01","0","0","0","109","109"
"2020-03-28","AR","404","2938","0","0","5","3342","3342","05","2","0","1393","23","1416"
"2020-03-28","AS","0","0","0","0","0","0","0","60","0","0","0","0","0"
"2020-03-28","AZ","873","7455","21","0","15","8349","8328","04","2","0","0","137","137"
"2020-03-28","CA","4643","20549","64400","0","101","89592","25192","06","23","0","3169","764","3933"
